Date,Price,Open,High,Low,Vol.,Change %
22-May-17,"1,877.10","1,818.20","2,600.00","1,780.00",4.72K,3.24%
21-May-17,"1,818.20","1,823.90","1,864.60","1,780.30",1.18K,-0.31%
20-May-17,"1,823.90","1,760.00","1,824.50","1,755.40",1.11K,3.63%
19-May-17,"1,760.00","1,700.00","1,771.60","1,696.80",1.28K,3.53%
18-May-17,"1,700.00","1,643.10","1,700.00","1,620.00",1.05K,3.46%
17-May-17,"1,643.10","1,611.00","1,673.20","1,586.00",1.37K,1.99%
16-May-17,"1,611.00","1,604.00","1,624.00","1,549.90",1.42K,0.44%
15-May-17,"1,604.00","1,655.00","1,655.00","1,560.00",1.17K,-3.08%
14-May-17,"1,655.00","1,646.00","1,683.70","1,625.00",0.70K,0.55%
13-May-17,"1,646.00","1,559.80","1,647.70","1,476.00",1.11K,5.53%
12-May-17,"1,559.80","1,699.60","1,704.80","1,506.90",1.78K,-8.23%
11-May-17,"1,699.60","1,645.00","1,742.60","1,625.90",1.59K,3.32%
10-May-17,"1,645.00","1,581.90","1,650.00","1,561.70",1.20K,3.99%
9-May-17,"1,581.90","1,559.50","1,648.00","1,531.20",2.15K,1.44%
8-May-17,"1,559.50","1,457.90","1,559.50","1,454.10",1.59K,6.97%
7-May-17,"1,457.90","1,438.00","1,458.10","1,421.50",1.08K,1.39%
6-May-17,"1,438.00","1,421.50","1,445.00","1,414.10",1.05K,1.16%
5-May-17,"1,421.50","1,412.30","1,495.00","1,381.90",1.80K,0.65%
4-May-17,"1,412.30","1,397.30","1,514.40","1,343.70",2.75K,1.07%
3-May-17,"1,397.30","1,338.70","1,400.00","1,331.70",1.28K,4.38%
2-May-17,"1,338.70","1,318.30","1,368.10","1,313.20",1.44K,1.55%
1-May-17,"1,318.30","1,264.10","1,335.00","1,262.50",1.32K,4.28%
30-Apr-17,"1,264.10","1,243.30","1,267.10","1,206.80",0.63K,1.67%
29-Apr-17,"1,243.30","1,233.40","1,248.00","1,224.20",0.76K,0.81%
28-Apr-17,"1,233.40","1,238.10","1,260.00","1,197.60",1.42K,-0.38%
27-Apr-17,"1,238.10","1,188.70","1,244.80","1,179.50",1.14K,4.16%
26-Apr-17,"1,188.70","1,174.30","1,211.20","1,172.60",0.83K,1.23%
25-Apr-17,"1,174.30","1,164.70","1,179.00","1,160.00",0.71K,0.82%
24-Apr-17,"1,164.70","1,155.10","1,165.00","1,148.10",0.60K,0.84%
23-Apr-17,"1,155.10","1,158.40","1,164.00","1,150.90",0.51K,-0.29%
22-Apr-17,"1,158.40","1,163.80","1,164.30","1,147.20",0.38K,-0.46%
